Id,ACC_Graduated_Status__c,SoldDate__c,AOV_Band__c
00130000007taWJAAY,,2/6/14,$50k-100k
0013000001CBysEAAT,Failed,10/2/13,$10k-50k
00130000009wxLhAAI,,1/31/14,$50k-100k
00130000009Y2x8AAC,Failed,10/31/13,$10k-50k
00130000008wzdvAAA,,1/1/14,$100k-200k
00130000008saQwAAI,Failed,12/12/13,$10k-50k
00130000008saqXAAQ,,12/31/13,$10k-50k
0013000000BOFE8AAP,Failed,11/15/13,$10k-50k
0013000000BMOteAAH,,1/13/14,$100k-200k
0013000000BOr5VAAT,Failed,12/12/13,$10k-50k
0013000000B2QQRAA3,Failed,11/15/13,$10k-50k
0013000000Rad1dAAB,,2/15/14,$10k-50k
0013000000CdBl7AAF,,2/15/14,$50k-100k
0013000000CaTojAAF,,1/15/14,$100k-200k
0013000000Cs3b9AAB,,2/15/14,$10k-50k
0013000000CtFEZAA3,,2/14/14,$10k-50k
0013000000CGKmOAAX,,2/15/14,$10k-50k
0013000000C4duDAAR,,1/9/14,$10k-50k
0013000000C2TEgAAN,Failed,12/15/13,$10k-50k
0013000000BoA7jAAF,Failed,10/16/13,$50k-100k
0013000001CCKV1AAP,,1/8/14,$10k-50k
0013000000DTccNAAT,Failed,11/15/13,$10k-50k
0013000000CtUgkAAF,,2/13/14,$10k-50k
0013000000D8UoYAAV,Failed,10/31/13,$10k-50k
0013000001CBzCJAA1,Failed,10/2/13,$10k-50k
0013000000ZjFDYAA3,,2/14/14,$10k-50k
0013000001EZCbTAAX,,1/31/14,$10k-50k
0013000000E35X9AAJ,,2/2/14,$10k-50k
00130000016ikvDAAQ,Failed,10/21/13,$10k-50k
0013000001CCKgEAAX,Failed,10/2/13,$10k-50k
0013000000Em51AAAR,,1/31/14,$10k-50k
0013000000Em3pcAAB,,2/16/14,$10k-50k
0013000000RahpNAAR,Failed,10/31/13,$50k-100k
0013000000Em2usAAB,,2/15/14,$10k-50k
0013000000hM1kCAAS,,12/26/13,$10k-50k
0013000000Em2a1AAB,,1/16/14,$10k-50k
0013000000Em97xAAB,,1/15/14,$10k-50k
0013000000Em95bAAB,,2/2/14,$10k-50k
0013000000Em74YAAR,,2/13/14,$10k-50k
0013000000FJkKCAA1,,2/2/14,$10k-50k
0013000000FJdfbAAD,,1/31/14,$10k-50k
0013000000FJwOTAA1,,1/17/14,$10k-50k
0013000000NQDySAAX,Failed,11/15/13,$10k-50k
0013000000Ez6eqAAB,,2/14/14,$10k-50k
0013000000Ey8nIAAR,,2/15/14,$100k-200k
0013000000ExgDLAAZ,Failed,11/15/13,$50k-100k
0013000000FeqVuAAJ,,1/15/14,$10k-50k
0013000000Ff4ciAAB,,2/15/14,$10k-50k
0013000000NQCOmAAP,,1/1/14,$10k-50k
0013000000FdMwrAAF,,2/21/14,$50k-100k
0013000000FdVdQAAV,,1/15/14,$50k-100k
0013000001EYTp6AAH,Failed,10/31/13,$10k-50k
0013000000GJuJgAAL,,2/14/14,$100k-200k
0013000000GKAbeAAH,,2/14/14,$100k-200k
0013000000GKO6sAAH,Failed,10/2/13,$50k-100k
0013000000GJsbIAAT,,1/30/14,$10k-50k
0013000000GKBd8AAH,,1/30/14,$10k-50k
0013000000GJPW3AAP,Failed,12/3/13,$10k-50k
0013000000GJgPHAA1,,2/2/14,$10k-50k
0013000001CCR3FAAX,,1/23/14,$10k-50k
0013000000GJEqXAAX,Failed,12/5/13,$10k-50k
0013000000GIPoMAAX,Failed,11/14/13,$10k-50k
0013000000Gr8RGAAZ,,1/13/14,$10k-50k
0013000000GMWp6AAH,,1/16/14,$10k-50k
0013000000GqHTlAAN,Failed,11/15/13,$10k-50k
0013000000GKrY7AAL,,1/28/14,$10k-50k
0013000000Gtw2gAAB,,2/26/14,$50k-100k
0013000000Gtw0GAAR,Failed,10/15/13,$10k-50k
0013000000Gts2ZAAR,,1/31/14,$10k-50k
0013000000GrX1KAAV,,2/2/14,$10k-50k
0013000000NPOKRAA5,Failed,11/7/13,$10k-50k
0013000000hL6v3AAC,Failed,10/1/13,$10k-50k
0013000000Gu5AxAAJ,Failed,9/30/13,$10k-50k
0013000000HGePuAAL,Failed,11/15/13,$100k-200k
0013000000hKOq9AAG,,1/23/14,$10k-50k
0013000000HHFCMAA5,,2/3/14,$10k-50k
0013000000HF6WFAA1,,1/31/14,$50k-100k
0013000000HIIFWAA5,Failed,11/15/13,$50k-100k
0013000000HIgm4AAD,,1/15/14,$10k-50k
0013000000HIkWPAA1,Failed,10/11/13,$100k-200k
0013000000HHaTmAAL,,1/8/14,$10k-50k
0013000000NQREwAAP,Failed,11/3/13,$10k-50k
0013000000HIDewAAH,Failed,11/17/13,$10k-50k
0013000000HI7v1AAD,Failed,10/14/13,$10k-50k
0013000000HHZdxAAH,Failed,11/19/13,$10k-50k
0013000000HlgycAAB,,1/31/14,$10k-50k
0013000000HlH3DAAV,,2/15/14,$100k-200k
0013000000Hjyn3AAB,Failed,12/15/13,$10k-50k
0013000000ITt0iAAD,Failed,12/19/13,$10k-50k
0013000000ITYwtAAH,,1/31/14,$100k-200k
0013000000I6AfqAAF,,1/16/14,$10k-50k
0013000000I7wy7AAB,,1/31/14,$10k-50k
0013000000I4xGDAAZ,,1/31/14,$10k-50k
0013000000I4j5YAAR,Failed,12/15/13,$10k-50k
0013000000I4fhBAAR,,2/15/14,$10k-50k
0013000000RaloHAAR,,1/31/14,$10k-50k
0013000000IkjzTAAR,,2/15/14,$10k-50k
0013000000IkN4GAAV,Failed,10/2/13,$50k-100k
0013000000IWGLHAA5,Failed,11/7/13,$10k-50k
0013000000IU4dwAAD,,2/2/14,$10k-50k
0013000000ZkCf3AAF,,2/13/14,$50k-100k
0013000000J62AuAAJ,,1/5/14,$10k-50k
0013000000J5lPKAAZ,Failed,11/15/13,$100k-200k
0013000000J5nCpAAJ,,1/31/14,$10k-50k
0013000000ImpJYAAZ,Failed,12/14/13,$10k-50k
0013000000ImdkhAAB,Failed,10/7/13,$10k-50k
0013000000ImENTAA3,Failed,10/22/13,$10k-50k
0013000000JKecYAAT,,12/6/13,$10k-50k
0013000001CBz16AAD,Failed,10/31/13,$10k-50k
0013000000JKQaMAAX,,1/15/14,$50k-100k
0013000000JK041AAD,,1/15/14,$10k-50k
0013000000JHzOqAAL,,2/15/14,$10k-50k
0013000000JI0SoAAL,,1/27/14,$100k-200k
0013000000Ji0AEAAZ,,1/28/14,$100k-200k
0013000000JiADYAA3,,1/2/14,$50k-100k
0013000000Jgbp9AAB,Failed,12/22/13,$10k-50k
0013000000JgDqRAAV,,2/15/14,$10k-50k
0013000000JgPwjAAF,Failed,11/14/13,$10k-50k
0013000000JgOMqAAN,Exception,11/14/13,$10k-50k
0013000000JbVgwAAF,No Results,9/30/13,$10k-50k
0013000000JYcxdAAD,,2/14/14,$10k-50k
0013000000JynGHAAZ,Failed,11/6/13,$10k-50k
0013000000JzNOoAAN,,2/15/14,$10k-50k
0013000000JzTF2AAN,,2/11/14,$50k-100k
0013000000Jjd2sAAB,,2/14/14,$10k-50k
0013000000JjYvgAAF,Failed,11/23/13,$10k-50k
0013000000JiQchAAF,,2/13/14,$10k-50k
0013000000JjZDpAAN,,1/15/14,$50k-100k
0013000000K5va9AAB,,1/20/14,$10k-50k
0013000000K5SepAAF,Failed,10/4/13,$10k-50k
0013000001CByvmAAD,,2/15/14,$10k-50k
0013000000RZE1SAAX,,2/2/14,$10k-50k
0013000000JzTZxAAN,,2/6/14,$10k-50k
0013000000KNb3YAAT,,2/13/14,$10k-50k
0013000000K8QtfAAF,Failed,11/15/13,$10k-50k
0013000000K7yULAAZ,,12/26/13,$10k-50k
0013000000K7QTPAA3,,1/24/14,$10k-50k
0013000000K7F9lAAF,,2/15/14,$50k-100k
0013000000K7K6IAAV,Failed,10/15/13,$10k-50k
0013000000K7YsAAAV,Failed,10/30/13,$10k-50k
0013000000K7SRcAAN,,1/15/14,$10k-50k
0013000000K5wEDAAZ,Failed,10/30/13,$10k-50k
0013000000KwGCFAA3,,1/31/14,$10k-50k
0013000000KufQoAAJ,Failed,11/14/13,$50k-100k
0013000000KaXjgAAF,,2/10/14,$50k-100k
0013000000KavCpAAJ,,1/5/14,$10k-50k
0013000000KauEcAAJ,Failed,10/1/13,$10k-50k
0013000000KaVBNAA3,,12/24/13,$100k-200k
0013000000KxLVaAAN,,2/15/14,$10k-50k
0013000000KxKupAAF,,2/14/14,$10k-50k
00130000016inxjAAA,,2/13/14,$10k-50k
0013000001Fg6AMAAZ,,2/15/14,$50k-100k
0013000000KxifOAAR,,2/10/14,$10k-50k
0013000000KxRG3AAN,,2/15/14,$50k-100k
0013000000NQ4HOAA1,,2/3/14,$100k-200k
0013000000Li5TZAAZ,Failed,12/23/13,$50k-100k
0013000000LVjvHAAT,,1/14/14,$10k-50k
0013000000LjoYhAAJ,,2/15/14,$10k-50k
0013000000LjOSlAAN,Failed,10/9/13,$10k-50k
0013000000LjsyaAAB,,1/15/14,$50k-100k
0013000000LjTACAA3,Failed,11/29/13,$10k-50k
0013000000LiqIEAAZ,Failed,11/17/13,$10k-50k
0013000000LiGPyAAN,,1/31/14,$10k-50k
0013000000LzScbAAF,,1/14/14,$10k-50k
0013000000rpT7QAAU,,2/10/14,$50k-100k
0013000000LzVZkAAN,,2/14/14,$10k-50k
0013000000LzN0rAAF,,1/14/14,$100k-200k
0013000000LzK71AAF,,2/13/14,$10k-50k
0013000000LzJGXAA3,Failed,11/18/13,$50k-100k
0013000000LyqiqAAB,,1/13/14,$10k-50k
0013000000Lll3qAAB,,1/27/14,$10k-50k
0013000000Lll9FAAR,Failed,10/22/13,$10k-50k
0013000000M0becAAB,,1/31/14,$10k-50k
0013000001CDBz8AAH,Failed,10/1/13,$10k-50k
0013000000M1IjnAAF,Failed,11/13/13,$10k-50k
0013000000ZkFnaAAF,Failed,11/15/13,$50k-100k
0013000000M1C3TAAV,,1/1/14,$10k-50k
0013000000NPgPwAAL,,12/31/13,$10k-50k
0013000000M0x9mAAB,Failed,12/17/13,$50k-100k
0013000000M1ao0AAB,,1/28/14,$10k-50k
0013000000NS68mAAD,,11/26/13,$10k-50k
0013000000M1eODAAZ,,1/15/14,$100k-200k
0013000000M1fwFAAR,Failed,11/23/13,$10k-50k
0013000000M1eWSAAZ,,1/23/14,$10k-50k
0013000000M1efVAAR,,2/15/14,$10k-50k
0013000000M1cf3AAB,,2/14/14,$100k-200k
0013000001CCyORAA1,Failed,10/1/13,$100k-200k
0013000000M1qsFAAR,,1/10/14,$10k-50k
00130000016io4fAAA,,12/26/13,$10k-50k
0013000000M1p5JAAR,,2/21/14,$10k-50k
0013000000M1o7RAAR,Failed,12/21/13,$10k-50k
0013000000ZkCx6AAF,Failed,12/10/13,$10k-50k
0013000000NPgoCAAT,Failed,11/15/13,$10k-50k
0013000000M1hMtAAJ,Failed,11/7/13,$10k-50k
0013000000M1jAVAAZ,,2/2/14,$10k-50k
0013000000M2FuwAAF,,1/14/14,$10k-50k
0013000000M2FvzAAF,,2/14/14,$10k-50k
0013000000M28eXAAR,Failed,9/30/13,$10k-50k
0013000000M26yYAAR,,2/15/14,$10k-50k
0013000000M1wQYAAZ,Failed,12/10/13,$100k-200k
0013000000M2Or1AAF,Failed,10/15/13,$10k-50k
0013000000M2P9PAAV,,1/15/14,$100k-200k
0013000000M2NyWAAV,,1/2/14,$10k-50k
0013000000M2OGLAA3,,2/21/14,$10k-50k
0013000000M2OUKAA3,,1/31/14,$50k-100k
0013000000M2N17AAF,Failed,11/14/13,$100k-200k
0013000000M2MyiAAF,Failed,11/14/13,$100k-200k
0013000000M2NW2AAN,,2/2/14,$10k-50k
0013000000M2MUfAAN,,1/23/14,$10k-50k
0013000000M2LwpAAF,Failed,12/1/13,$10k-50k
0013000000M2MqzAAF,,2/15/14,$10k-50k
0013000000hKOFcAAO,,1/15/14,$50k-100k
0013000000M2Rj2AAF,,2/14/14,$50k-100k
0013000000M2RmbAAF,Failed,10/15/13,$50k-100k
0013000000M2QtkAAF,,1/9/14,$10k-50k
0013000000M2R0IAAV,,2/15/14,$10k-50k
0013000000M2Qe0AAF,,1/1/14,$10k-50k
0013000000M2QhBAAV,,12/30/13,$10k-50k
00130000016hqwyAAA,,1/1/14,$10k-50k
0013000000M2PbCAAV,,2/15/14,$10k-50k
0013000000M2PbTAAV,,2/15/14,$100k-200k
0013000000M2PbUAAV,,1/15/14,$10k-50k
0013000000M2PxJAAV,,12/30/13,$10k-50k
0013000000M2Pj3AAF,,2/15/14,$10k-50k
0013000000M2PO9AAN,,2/15/14,$10k-50k
0013000000M2PrzAAF,Failed,11/14/13,$10k-50k
0013000000M2PM0AAN,Failed,11/15/13,$10k-50k
0013000000M2aRDAAZ,Failed,12/20/13,$10k-50k
0013000001CBoptAAD,Failed,12/15/13,$10k-50k
0013000000M2TtVAAV,,1/8/14,$10k-50k
0013000000M2T2qAAF,,11/26/13,$10k-50k
0013000000M2SLiAAN,,2/13/14,$10k-50k
0013000000Zk3x4AAB,Failed,9/30/13,$50k-100k
0013000000M2nOzAAJ,,2/14/14,$10k-50k
0013000000Zlb1bAAB,,2/15/14,$10k-50k
0013000000M2mgkAAB,Failed,10/31/13,$10k-50k
0013000000M2mhsAAB,,2/18/14,$100k-200k
0013000000NSJFoAAP,,1/15/14,$10k-50k
0013000000M2h6EAAR,Failed,11/15/13,$10k-50k
0013000000NPE8gAAH,,1/8/14,$10k-50k
0013000001FjSiKAAV,,1/30/14,$10k-50k
0013000000rpdekAAA,,2/14/14,$50k-100k
0013000000RYM4CAAX,,2/14/14,$10k-50k
0013000000ZkD9pAAF,Failed,11/15/13,$100k-200k
0013000000ZkDChAAN,,1/15/14,$10k-50k
00130000016hrDfAAI,,2/13/14,$10k-50k
00130000016isBtAAI,,1/12/14,$10k-50k
0013000000ZkDHVAA3,Failed,12/21/13,$50k-100k
0013000000RYYcyAAH,Failed,11/29/13,$10k-50k
0013000000RZ0p1AAD,,1/30/14,$10k-50k
00130000016iqkXAAQ,Failed,10/15/13,$10k-50k
0013000000RYaQ9AAL,,1/31/14,$10k-50k
0013000001EYHOtAAP,Failed,10/5/13,$10k-50k
0013000001CBb8fAAD,,1/13/14,$10k-50k
0013000000RZuL6AAL,,2/14/14,$10k-50k
00130000016jNBKAA2,Failed,10/15/13,$10k-50k
0013000000ZjXamAAF,Failed,12/9/13,$50k-100k
0013000001CBbDpAAL,Failed,12/12/13,$10k-50k
0013000000hLgCnAAK,,2/2/14,$10k-50k
00130000016j0DQAAY,,1/15/14,$10k-50k
0013000000rpMSTAA2,,2/14/14,$100k-200k
0013000000RWrFkAAL,,1/20/14,$10k-50k
0013000000ZlRQMAA3,,1/31/14,$10k-50k
0013000001CDO1JAAX,,2/10/14,$10k-50k
0013000000hJVzRAAW,Failed,11/15/13,$10k-50k
00130000016iOwvAAE,Failed,11/17/13,$50k-100k
00130000016jzO6AAI,,1/15/14,$100k-200k
0013000000hJRtcAAG,,2/14/14,$10k-50k
0013000000NT2QxAAL,,1/13/14,$10k-50k
0013000000NRwoCAAT,,2/14/14,$10k-50k
0013000000RaHtrAAF,,2/24/14,$10k-50k
0013000001CAG0VAAX,,1/1/14,$10k-50k
0013000000hJUpzAAG,Failed,11/20/13,$10k-50k
0013000001EZFmTAAX,Failed,12/12/13,$10k-50k
0013000001CAi1AAAT,,2/13/14,$10k-50k
0013000001CBTSRAA5,Failed,9/30/13,$10k-50k
0013000000rnLKrAAM,,2/15/14,$50k-100k
0013000000rpZM4AAM,Failed,10/31/13,$10k-50k
0013000000hKrcAAAS,,1/31/14,$100k-200k
0013000000rplBYAAY,,2/3/14,$100k-200k
0013000001CDHFXAA5,Failed,11/27/13,$100k-200k
0013000001CDH5XAAX,,1/9/14,$10k-50k
0013000001CDGfxAAH,Failed,10/31/13,$10k-50k
0013000001CDEmtAAH,,1/1/14,$10k-50k
0013000001CDEi3AAH,,2/15/14,$50k-100k
0013000001CDKWFAA5,,1/15/14,$10k-50k
0013000001CDJREAA5,Failed,12/22/13,$10k-50k
0013000001EYXXFAA5,,1/2/14,$10k-50k
0013000001EYXRgAAP,,1/24/14,$10k-50k
0013000001EYWMPAA5,,1/23/14,$10k-50k
0013000001EYVv9AAH,Failed,11/13/13,$10k-50k
0013000001EYWHPAA5,Failed,11/7/13,$50k-100k
0013000001EYWwhAAH,,1/15/14,$100k-200k
0013000001EYWfgAAH,,2/15/14,$10k-50k
0013000001EZ5WMAA1,Failed,12/10/13,$10k-50k
0013000001EYVazAAH,,2/2/14,$10k-50k
0013000001EYXUGAA5,Failed,12/15/13,$10k-50k
0013000001CDEPVAA5,,10/24/13,$10k-50k
0013000001CDJxFAAX,,2/15/14,$10k-50k
0013000001CDGH7AAP,Failed,10/31/13,$10k-50k
0013000001CDFT7AAP,,1/17/14,$10k-50k
0013000001CDFNOAA5,,1/14/14,$10k-50k
0013000001CDFPeAAP,Failed,12/6/13,$10k-50k
0013000000Zk1aWAAR,Failed,10/30/13,$10k-50k
0013000000NRGKJAA5,Failed,12/5/13,$10k-50k
0013000000NRASzAAP,Failed,11/14/13,$10k-50k
0013000000NPbgtAAD,,1/15/14,$10k-50k
0013000000ZielaAAB,Failed,11/3/13,$100k-200k
0013000000NPiVMAA1,Failed,10/15/13,$10k-50k
0013000000NPcZpAAL,Failed,11/15/13,$10k-50k
0013000000ZlyI2AAJ,,1/31/14,$10k-50k
0013000000hJK6tAAG,Failed,11/15/13,$10k-50k
0013000001CAGSeAAP,Failed,12/15/13,$100k-200k
0013000000NQRsrAAH,Failed,10/2/13,$10k-50k
0013000001CD3liAAD,,2/10/14,$10k-50k
0013000000hJY0MAAW,,1/27/14,$10k-50k
0013000000NRM5YAAX,Failed,11/14/13,$10k-50k
0013000000Zih4xAAB,,1/15/14,$50k-100k
0013000001CCgudAAD,,1/8/14,$10k-50k
0013000000ZihuOAAR,,10/31/13,$10k-50k
0013000000hJHPJAA4,,2/14/14,$50k-100k
0013000000NRlfKAAT,,2/15/14,$10k-50k
0013000000NRJuVAAX,,1/15/14,$10k-50k
0013000000NSe2YAAT,,2/15/14,$10k-50k
0013000000Zl6KsAAJ,,1/15/14,$10k-50k
0013000001CBe7UAAT,,1/1/14,$10k-50k
0013000000hJAmDAAW,,12/1/13,$50k-100k
0013000000roIm7AAE,,12/30/13,$10k-50k
00130000016iMYLAA2,,1/31/14,$10k-50k
0013000000roDuwAAE,,2/2/14,$10k-50k
0013000000hM7alAAC,Failed,12/3/13,$10k-50k
0013000000RYKgjAAH,Failed,11/3/13,$10k-50k
0013000001EZ5oGAAT,,1/1/14,$10k-50k
0013000000ZkzBCAAZ,,11/26/13,$10k-50k
0013000000ZkwixAAB,,2/15/14,$10k-50k
0013000000Zkz8DAAR,,2/15/14,$10k-50k
0013000000ZkwjWAAR,Failed,10/1/13,$10k-50k
0013000000Zkz8XAAR,,2/3/14,$50k-100k
0013000000hJ11NAAS,Failed,12/14/13,$10k-50k
0013000000hIxlrAAC,,2/2/14,$10k-50k
0013000000hLQ17AAG,,1/15/14,$50k-100k
00130000016hkxbAAA,Failed,11/27/13,$10k-50k
0013000000rp66TAAQ,,2/15/14,$10k-50k
0013000000hL56zAAC,,1/14/14,$10k-50k
0013000000hIpPzAAK,,12/26/13,$10k-50k
0013000000roAmvAAE,,1/3/14,$10k-50k
0013000000ro3pkAAA,Failed,11/15/13,$100k-200k
00130000016iY9yAAE,Failed,11/15/13,$10k-50k
0013000001CAEQ2AAP,Failed,10/15/13,$10k-50k
0013000000NRQD4AAP,,1/16/14,$10k-50k
0013000001CD34FAAT,,11/26/13,$10k-50k
0013000001CBz8gAAD,,1/21/14,$10k-50k
0013000000RXZvHAAX,Failed,10/14/13,$10k-50k
0013000001CDz3HAAT,,1/15/14,$10k-50k
0013000000RY6OvAAL,,1/1/14,$10k-50k
00130000016j8eCAAQ,,1/13/14,$10k-50k
0013000000Ra2TrAAJ,,2/15/14,$10k-50k
0013000001CBc5YAAT,Failed,10/14/13,$10k-50k
0013000000NSEtAAAX,Failed,11/18/13,$10k-50k
0013000000NSFT6AAP,,1/1/14,$10k-50k
0013000000hKEGRAA4,Failed,12/14/13,$10k-50k
0013000000rpzF3AAI,,2/13/14,$10k-50k
0013000001CBcq5AAD,,1/31/14,$10k-50k
0013000001EYHRnAAP,Failed,10/1/13,$10k-50k
0013000001CBHq9AAH,,1/17/14,$10k-50k
0013000000RY7GiAAL,,1/3/14,$10k-50k
0013000001CBcQlAAL,Failed,10/3/13,$10k-50k
0013000001CDDQwAAP,,2/10/14,$10k-50k
0013000000RX4AYAA1,Failed,10/4/13,$10k-50k
0013000000RXB1WAAX,Failed,11/14/13,$10k-50k
0013000000RXdgrAAD,,1/25/14,$10k-50k
0013000000RX5XXAA1,Failed,11/4/13,$10k-50k
0013000001CBC83AAH,,1/15/14,$10k-50k
0013000000RX4DmAAL,Failed,10/23/13,$100k-200k
0013000001CBB0YAAX,Failed,11/23/13,$10k-50k
0013000001CAEuvAAH,Failed,10/15/13,$10k-50k
00130000016g1TBAAY,,1/15/14,$10k-50k
00130000016g0unAAA,,1/14/14,$10k-50k
0013000001CDuROAA1,,12/31/13,$10k-50k
0013000000rqx8gAAA,,2/21/14,$10k-50k
0013000001CAAkqAAH,Failed,10/13/13,$10k-50k
0013000000rqx9yAAA,,1/15/14,$10k-50k
0013000000rqqWtAAI,,2/15/14,$100k-200k
0013000000rqmTtAAI,Failed,12/10/13,$10k-50k
0013000000rql9dAAA,,1/31/14,$10k-50k
00130000016ib8yAAA,,2/15/14,$10k-50k
0013000000rqmK3AAI,,1/27/14,$10k-50k
0013000000rqmK8AAI,,1/29/14,$10k-50k
0013000000rqjwCAAQ,,1/30/14,$50k-100k
00130000016glLXAAY,,12/30/13,$50k-100k
0013000000ZkKYdAAN,,12/6/13,$10k-50k
0013000000rpFvzAAE,,1/14/14,$10k-50k
0013000000ZkJiGAAV,Failed,11/15/13,$100k-200k
0013000000ZkJvWAAV,,12/30/13,$10k-50k
0013000000ZkIUZAA3,,1/16/14,$100k-200k
0013000000ZkIEBAA3,,1/27/14,$10k-50k
0013000000ZkL7sAAF,,2/14/14,$10k-50k
0013000000ZkLB8AAN,,1/15/14,$10k-50k
0013000000ZkKEnAAN,,1/15/14,$10k-50k
0013000000ZkINUAA3,,2/18/14,$10k-50k
0013000000robbEAAQ,,1/10/14,$10k-50k
0013000000robrwAAA,Failed,12/14/13,$10k-50k
00130000016hLcmAAE,,2/14/14,$50k-100k
0013000001CDm20AAD,,1/29/14,$10k-50k
00130000016gPwiAAE,,1/26/14,$10k-50k
00130000016gGzBAAU,Failed,12/15/13,$10k-50k
00130000016jCOlAAM,,1/20/14,$10k-50k
0013000000ZkETrAAN,,1/8/14,$10k-50k
0013000000rqtXdAAI,,1/30/14,$10k-50k
00130000016glfbAAA,,2/15/14,$10k-50k
0013000000roCzoAAE,Failed,10/16/13,$100k-200k
00130000016g5GvAAI,,1/15/14,$100k-200k
0013000000ZkH1tAAF,,2/15/14,$10k-50k
0013000000roUvvAAE,,2/2/14,$50k-100k
00130000016gITJAA2,,2/13/14,$10k-50k
00130000016gMALAA2,,2/15/14,$100k-200k
00130000016gINfAAM,Failed,12/15/13,$50k-100k
00130000016gI39AAE,Failed,11/2/13,$10k-50k
00130000016gOntAAE,Failed,10/31/13,$50k-100k
00130000016gO6QAAU,Failed,12/15/13,$50k-100k
00130000016gASgAAM,,1/31/14,$10k-50k
0013000000NSRNOAA5,Failed,11/21/13,$10k-50k
